city,county,state,project,Farm,Depth,Depthcode,pH,N,OC,P,Ca,Mg,K,Na,Zn,Cu,Mn,Fe,ID,MAPPING_UN,GEOLOGY,SLOPE,ECOLOGICAL,DRAINAGE,SOIL_PH,PH_DESCRIP,SUITABILIT,SOIL_TEXTU,SOIL_CLASS,VEGETATION,DISTRIBUTI,SOIL_CLA_1,PERCENTAGE,MAJOR_CROP,Depth_2
Oponu,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.28455,0.105919,1.27462,3.91642,443.35,67.5,54.1144,29.6794,1.09864,1.11078,70.8173,125.495,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Adadu,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.47823,0.121385,0.9565,1.57903,359.393,79.1388,53.9143,10.2276,1.23624,1.35767,54.3677,145.012,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Adadu,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.65235,0.130017,1.46573,5.00103,374.918,89.792,53.6943,9.29326,1.14863,0.890055,44.4216,209.84,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.41082,0.086098,1.07906,3.87282,341.877,63.9875,67.1117,9.94632,1.21661,1.35187,65.5343,200.222,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.90758,0.089587,1.03405,2.01838,225.737,50.3511,53.6086,12.1103,1.03331,1.33482,83.8705,125.3,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Adadu,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.2815,0.042599,0.386392,2.6514,113.63,31.38,54.4618,12.0727,1.03066,0.501862,60.55,130.181,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.38434,0.065505,0.729448,2.02084,228.327,58.4297,54.5775,13.2441,0.965,0.337258,45.8908,200.785,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.52698,0.054667,0.834473,3.03826,412.327,98.1394,39.7249,12.1678,0.772757,1.01365,65.6583,203.798,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.87307,0.067137,0.850393,5.13894,255.224,74.7973,57.262,12.0042,0.772539,1.04032,69.135,154.141,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.81092,0.08169,0.9054,3.91027,310.095,88.2764,67.1047,10.3645,0.913825,1.04885,64.1087,140.258,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.07739,0.075423,0.813317,3.71178,370.545,78.5739,44.2784,7.17333,1.01859,1.35683,76.9717,151.645,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.66895,0.072404,0.799602,4.38506,243.405,75.8592,55.286,19.2952,0.909047,1.0084,59.7145,208.57,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.94276,0.04449,0.57204,2.5203,202.814,76.2849,43.2332,17.5246,0.768921,0.532014,44.6103,119.258,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.00643,0.03517,0.43806,2.66958,280.012,72.4241,43.8465,13.4888,0.944744,0.65383,46.8959,145.551,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.96863,0.037257,0.617983,2.2504,176.73,55.05,53.7675,12.4995,0.71829,0.492217,51.2739,130.823,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.00594,0.061541,0.79064,3.17647,287.373,54.2379,48.4007,13.0134,1.14584,0.628257,88.5949,154.264,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.97317,0.068297,0.664536,6.0118,393.864,85.5554,50.648,10.2218,0.670241,0.886934,66.7138,193.999,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.22213,0.082458,0.935096,2.88086,297.53,82.562,43.8521,16.3952,1.0663,0.861533,77.2113,144.807,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
,Doma,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.30508,0.056052,0.613866,3.30018,328.379,77.4022,44.2714,13.9619,0.888885,0.461573,52.7778,161.421,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.04904,0.037142,0.422535,2.10826,146.502,43.3155,53.8028,29.9847,0.756765,0.515958,67.1417,121.406,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.77901,0.032906,0.394395,2.45125,58.2223,64.8493,36.4617,10.8847,1.13739,0.306958,80.4604,132.677,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.21688,0.032815,0.35475,1.68772,99.3822,42.0574,68.1409,18.8296,0.87308,0.30651,54.9659,140.242,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.54266,0.038178,0.437451,1.75044,128.212,37.5868,55.1365,12.1503,0.773677,0.395794,93.6963,131.993,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.69367,0.041907,0.484918,2.45756,160.099,63.4463,45.7304,25.5205,0.703253,0.299489,52.8854,169.076,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.94172,0.022871,0.295163,2.59328,16.1924,20.3565,22.906,13.0829,0.69532,0.524796,32.0062,95.7393,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.75091,0.023947,0.327973,2.76692,127.878,39.8997,32.5328,10.1388,0.746905,0.275883,54.7722,129.125,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.01401,0.025619,0.251595,2.30709,63.1046,37.2155,34.3864,17.701,0.922584,0.277714,31.6275,101.148,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.79968,0.03577,0.362897,2.5523,238.873,36.7608,54.3415,13.0799,0.645135,0.493489,62.3088,213.097,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.23097,0.027886,0.306193,2.69833,149.572,36.5598,25.9904,20.8689,0.555952,0.333328,28.2253,126.577,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.82129,0.041549,0.413455,3.44512,211.065,29.4876,68.8688,16.99,0.888197,0.382969,24.8762,140.86,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.82579,0.027997,0.356255,1.76989,79.4549,30.6462,54.1646,11.4215,0.700476,0.526898,60.24,150.414,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.89466,0.021636,0.311437,1.90112,143.764,37.1085,55.1258,13.2132,0.745887,0.6635,43.7337,66.1514,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.11771,0.024856,0.42922,2.3072,45.2428,16.8445,33.6509,21.1601,0.913104,0.421828,50.3128,124.143,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.84118,0.043271,0.465189,2.34574,237.601,77.0056,43.772,11.4436,0.998936,0.346341,94.0715,88.602,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.57665,0.019963,0.238944,3.0801,81.3305,35.6444,7.73538,11.8709,0.916795,0.11102,44.4961,77.9103,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.55353,0.020568,0.341407,1.29411,25.8032,52.6059,24.5764,23.7327,0.707641,0.223936,36.1245,81.3367,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.6083,0.089842,0.971155,2.45547,141.331,96.6825,46.3962,13.3013,1.09003,0.44307,38.9728,110.255,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.13366,0.026212,0.348472,2.69547,134.295,53.3687,50.8928,13.1795,0.89402,0.51575,59.9049,70.383,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.69619,0.024463,0.417292,2.32066,102.717,40.6077,33.4708,11.6937,1.05708,0.406417,64.7595,50.2347,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.24768,0.051776,0.639726,2.09978,142.607,47.7775,60.8077,7.38608,0.676413,0.870049,53.3619,84.4383,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.23376,0.038253,0.530299,2.23768,194.009,52.0171,53.3248,8.98238,0.997492,0.362747,79.1656,97.8655,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.15751,0.027062,0.303026,3.87136,191.03,46.3857,35.2616,8.38723,0.59127,0.166641,78.2186,76.8348,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.3868,0.020961,0.311828,2.22359,212.409,41.5136,44.0179,12.5597,0.930691,0.283079,53.1534,77.8195,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",5.91257,0.025692,0.363949,3.47223,107.615,44.5293,42.6929,10.3405,0.72161,0.223944,55.5566,74.8362,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.00987,0.034171,0.437338,2.22432,285.427,50.4073,61.7122,15.9839,0.968276,0.277554,67.1672,76.5176,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.16364,0.034745,0.641673,4.56688,146.83,58.124,43.4673,10.1273,1.15261,0.663332,112.134,146.718,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.23754,0.036409,0.370517,2.90634,161.251,29.8269,30.5287,10.9121,0.897852,0.26358,67.3819,84.4867,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
Lafia,,Nasarawa State,OCP fertilizer,Ee,0-20 cm,"1",6.7404,0.027913,0.451892,2.90104,82.2685,32.2039,52.9901,10.127,1.19977,0.30985,58.158,81.6038,"266",17a,Shales,0 - 22%,Savannah Soils,Well Drained,4.5 - 5.5,Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,Fallow Guinea savanna,"25,243.45",Gleyic Cambisol,"2.73","Cassava,Yam,Plantain,Oil Palm,Sorghum,Acha,Maize,Rice,Irish Potatoes, Millet,Cotton","Deep, Mostly Deep"
